market_id,created_at,actual_delivery_time,store_id,store_primary_category,order_protocol,total_items,subtotal,min_item_price,max_item_price,total_onshift_partners,delivery_duration_min
-1.3155876373452897,2015-02-06 22:24:17,2015-02-06 23:27:16,5179,-0.1570306492021389,-1.1591368465392082,0.30217928599760435,0.4231782563305969,-0.24402080071106366,0.1456566828460571,-0.21326682750066825,62.983333333333334
-0.6518658035954292,2015-02-10 21:49:25,2015-02-10 22:56:29,5563,0.20221702599469352,-0.5074782880535516,-0.828105073571097,-0.4290730729857781,1.3902720247276465,0.43569092678889665,-1.3103687622128386,67.06666666666666
0.01185603015443126,2015-01-22 20:39:28,2015-01-22 21:09:09,5563,1.587886630325333,-1.1591368465392082,-0.828105073571097,-0.4290730729857781,2.35960347516579,1.336418392449889,-1.3103687622128386,29.683333333333334
0.01185603015443126,2015-02-03 21:21:45,2015-02-03 22:13:00,5563,1.587886630325333,-1.1591368465392082,1.0557021923767385,2.336181077943408,-0.1606582959733833,1.1562728993176905,-1.3103687622128386,51.25
0.01185603015443126,2015-02-15 02:40:36,2015-02-15 03:20:26,5563,1.587886630325333,-1.1591368465392082,-0.07458216719196278,0.6770285873858962,-0.17035161047776473,0.7959819130532936,-1.1579934935028149,39.833333333333336
0.01185603015443126,2015-01-28 20:30:38,2015-01-28 21:08:58,5563,1.587886630325333,-1.1591368465392082,-0.07458216719196278,1.285384500590317,1.5841383148152752,1.336418392449889,-1.2798937084708337,38.333333333333336
0.01185603015443126,2015-01-31 02:16:36,2015-01-31 02:43:00,5563,1.587886630325333,-1.1591368465392082,-0.45134362038152986,0.6770285873858962,1.0025394445523892,2.7775823375074764,-1.0360932785347958,26.4
0.01185603015443126,2015-02-12 03:03:35,2015-02-12 03:36:20,5563,1.587886630325333,-1.1591368465392082,0.30217928599760435,1.2024268760624415,0.1301411391580598,1.1562728993176905,-1.12751843976081,32.75
-0.6518658035954292,2015-02-16 00:11:35,2015-02-16 00:38:01,5563,-0.41363613148559064,0.144180270432105,0.30217928599760435,1.1587358604777602,0.26584754221939993,0.8031877327785815,-1.0970433860188054,26.433333333333334
0.01185603015443126,2015-02-18 01:15:45,2015-02-18 02:08:57,5563,1.587886630325333,-1.1591368465392082,-0.45134362038152986,-0.3184629069486107,0.03320799411424544,0.0753999405244997,-1.2798937084708337,53.2
0.01185603015443126,2015-02-02 19:22:53,2015-02-02 20:09:19,5563,1.587886630325333,0.7958388289177616,0.30217928599760435,0.898248919460231,1.0025394445523892,0.6158364199210951,-1.3103687622128386,46.43333333333333
0.01185603015443126,2015-02-16 04:19:33,2015-02-16 06:34:00,5563,1.587886630325333,-1.1591368465392082,-0.07458216719196278,-0.263157823930027,-0.1606582959733833,0.7959819130532936,-1.249418654728829,134.45
0.01185603015443126,2015-02-07 01:34:31,2015-02-07 02:17:14,5563,1.587886630325333,-1.8107954050248647,-0.828105073571097,-0.4290730729857781,2.35960347516579,1.336418392449889,-1.1579934935028149,42.71666666666667
0.01185603015443126,2015-01-25 01:50:51,2015-01-25 02:28:53,5563,1.587886630325333,0.7958388289177616,0.30217928599760435,1.2776417889677154,0.031269331213369146,2.1686905707206456,-0.8532429560827676,38.03333333333333
-1.3155876373452897,2015-02-12 03:36:46,2015-02-12 04:14:39,5529,-0.2596728421155196,-1.1591368465392082,-0.828105073571097,-0.6364671343054671,1.6326048873371826,0.6608727932041447,-1.1884685472448195,37.88333333333333
-1.3155876373452897,2015-01-27 02:12:36,2015-01-27 03:02:24,5529,-0.2596728421155196,-1.1591368465392082,-0.45134362038152986,0.5221743549338618,1.4387385972495537,1.8678475971898745,-1.1884685472448195,49.8
-1.3155876373452897,2015-02-06 00:42:42,2015-02-06 02:10:29,5529,-0.2596728421155196,-1.1591368465392082,-0.07458216719196278,0.9950328147427525,0.4694071468114101,1.2013092726007402,-1.2189436009868242,87.78333333333333
-1.3155876373452897,2015-02-08 02:04:17,2015-02-08 03:27:13,5529,-0.2596728421155196,-1.1591368465392082,-0.07458216719196278,0.9397277317241688,1.244872307161925,0.8410182863363431,-1.1579934935028149,82.93333333333334
-1.3155876373452897,2015-01-31 02:21:23,2015-01-31 03:11:42,4800,0.20221702599469352,-1.1591368465392082,-0.45134362038152986,-0.9544713616623234,-1.0330566013677127,-0.8253275251364925,-0.6094425261467298,50.31666666666667
-1.3155876373452897,2015-01-31 23:45:12,2015-02-01 00:14:05,4800,0.20221702599469352,-1.1591368465392082,0.6789407391871715,-0.769199333550068,-1.0330566013677127,-1.3657640045330879,-0.9751431710507865,28.883333333333333
-1.3155876373452897,2015-02-17 03:13:20,2015-02-17 04:00:31,5372,-0.2596728421155196,-1.1591368465392082,0.30217928599760435,1.7278251647389868,0.03320799411424544,1.5165638855820873,-0.7618177948567534,47.18333333333333
